Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.43,Obsidian Entertainment,M,64.0,9.0,37.0,3.0,7.1,57.0,33.0,14.0,Salon
Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,Hudson Soft,E,74.0,17.0,15.0,1.0,7.1,19.0,10.0,6.0,Portable
Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,SCE Studio Cambridge,M,73.0,22.0,12.0,2.0,8.8,45.0,7.0,2.0,Salon
Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,EA Canada,E,72.0,5.0,2.0,1.0,8.3,8.0,1.0,1.0,Portable
007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43,Treyarch,T,73.0,3.0,1.0,0.0,7.2,7.0,7.0,2.0,Salon
SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,EA Canada,E,88.0,20.0,2.0,0.0,8.2,11.0,0.0,2.0,Salon
FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,EA Canada,E,87.0,5.0,1.0,0.0,5.1,189.0,139.0,225.0,Salon
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,Traveller's Tales,T,68.0,10.0,25.0,1.0,7.9,11.0,8.0,1.0,Salon
Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43,RedLynx,E10+,79.0,41.0,9.0,1.0,7.0,158.0,120.0,45.0,Salon
NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,EA Sports,E,88.0,13.0,0.0,0.0,4.3,2.0,0.0,2.0,Salon
Overwatch,PC,2016.0,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,Blizzard Entertainment,T,91.0,62.0,2.0,0.0,6.5,4000.0,1100.0,2000.0,Salon
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43,Harmonix Music Systems,T,79.0,22.0,5.0,0.0,6.6,31.0,16.0,12.0,Salon
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,EA Canada,E,79.0,33.0,10.0,0.0,8.0,24.0,6.0,2.0,Salon
Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,Argonaut Games,E,51.0,1.0,3.0,3.0,5.0,4.0,6.0,5.0,Salon
Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,Mojang AB,E10+,77.0,12.0,3.0,0.0,7.5,82.0,23.0,19.0,Portable
TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,Free Radical Design,T,81.0,17.0,6.0,0.0,7.8,43.0,20.0,6.0,Salon
InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,Kamui,T,51.0,1.0,4.0,2.0,7.3,2.0,5.0,0.0,Salon
Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,Neverland,E,77.0,8.0,2.0,0.0,8.4,47.0,5.0,5.0,Portable
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,Inti Creates,E,81.0,12.0,5.0,0.0,7.7,49.0,3.0,10.0,Portable
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,Electronic Arts,E,70.0,8.0,10.0,1.0,6.8,5.0,4.0,2.0,Salon
Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43,Gust,T,74.0,10.0,8.0,1.0,8.1,69.0,11.0,9.0,Salon
Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43,Yager,M,76.0,40.0,19.0,0.0,8.3,417.0,81.0,28.0,Salon
Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43,High Voltage Software,M,68.0,11.0,14.0,2.0,6.2,2.0,6.0,1.0,Salon
Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.05,0.0,0.03,0.43,EA LA,T,82.0,32.0,8.0,0.0,7.3,20.0,10.0,3.0,Salon
WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,Psygnosis,E,84.0,9.0,2.0,0.0,7.2,14.0,9.0,3.0,Salon
Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,Rockstar Games,M,87.0,28.0,2.0,0.0,7.8,2200.0,616.0,324.0,Salon
Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,Konami,T,85.0,47.0,4.0,0.0,8.4,96.0,23.0,3.0,Portable
NHL Slapshot,Wii,2010.0,Sports,EA Sports,0.4,0.0,0.0,0.02,0.43,EA Sports,E,76.0,15.0,10.0,0.0,8.9,11.0,1.0,0.0,Salon
EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,Sony Online Entertainment,T,74.0,14.0,7.0,1.0,3.4,1.0,1.0,3.0,Salon
Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,Bec,T,71.0,5.0,6.0,1.0,7.9,8.0,1.0,1.0,Salon
Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43,High Voltage Software,M,73.0,15.0,11.0,1.0,7.8,41.0,14.0,7.0,Salon
Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43,EA Chicago,M,68.0,14.0,21.0,3.0,3.2,2.0,7.0,21.0,Salon
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,Alfa System,T,66.0,7.0,20.0,0.0,6.8,9.0,8.0,3.0,Portable
Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,Square Enix,T,57.0,2.0,16.0,9.0,7.5,9.0,5.0,2.0,Salon
Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,Microsoft Game Studios,E,80.0,22.0,5.0,1.0,7.4,77.0,25.0,18.0,Salon
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,TT Games,E10+,74.0,15.0,10.0,0.0,7.1,33.0,17.0,8.0,Salon
Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,EA Sports,E,92.0,13.0,0.0,0.0,6.0,5.0,2.0,3.0,Salon
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.21,0.18,0.0,0.03,0.43,Treyarch,M,81.0,26.0,4.0,1.0,7.0,160.0,40.0,56.0,Portable
Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,Activision,0.37,0.02,0.0,0.03,0.43,n-Space,T,73.0,16.0,12.0,0.0,6.4,11.0,8.0,6.0,Portable
Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.18,0.17,0.0,0.07,0.43,Toys for Bob,E10+,78.0,34.0,12.0,0.0,7.0,48.0,17.0,15.0,Salon
SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43,Sega,T,46.0,1.0,9.0,8.0,5.8,2.0,2.0,2.0,Salon
Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.43,Juice Games,T,65.0,3.0,20.0,1.0,8.3,5.0,3.0,0.0,Portable
Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,Aspect,E10+,56.0,0.0,17.0,6.0,5.8,1.0,6.0,2.0,Portable
NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,NuFX,E,88.0,15.0,0.0,0.0,4.5,2.0,1.0,3.0,Salon
Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,Tri-Ace,T,74.0,21.0,14.0,0.0,7.2,13.0,7.0,3.0,Portable
The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,Krome Studios,E10+,54.0,2.0,11.0,5.0,6.0,26.0,21.0,19.0,Salon
Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,Capcom,E,79.0,7.0,3.0,0.0,6.8,28.0,7.0,10.0,Portable
LEGO Rock Band,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0.0,0.06,0.42,TT Fusion,E10+,75.0,21.0,15.0,0.0,7.4,6.0,4.0,1.0,Salon
25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,Avalanche Software,M,39.0,0.0,5.0,18.0,5.1,4.0,11.0,9.0,Salon
Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,EA LA,T,68.0,10.0,13.0,1.0,7.0,4.0,3.0,1.0,Salon
Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42,Beenox,T,71.0,23.0,32.0,1.0,6.5,1.0,10.0,1.0,Salon
Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,Frontier Developments,T,64.0,4.0,12.0,3.0,2.6,24.0,9.0,82.0,Salon
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,TOYBOX,E10+,47.0,0.0,6.0,8.0,5.9,9.0,9.0,9.0,Portable
Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,Neversoft Entertainment,T,76.0,17.0,8.0,1.0,7.0,5.0,4.0,1.0,Salon
Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,2K Czech,E,84.0,53.0,1.0,0.0,8.2,78.0,16.0,4.0,Salon
Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42,Radical Entertainment,E10+,45.0,0.0,6.0,6.0,5.3,7.0,5.0,12.0,Portable
Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,EA Canada,T,73.0,19.0,18.0,0.0,6.4,8.0,11.0,4.0,Salon
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42,Konami,E,60.0,0.0,7.0,0.0,7.8,12.0,5.0,1.0,Portable
Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,Psygnosis,K-A,91.0,11.0,1.0,0.0,7.6,19.0,5.0,3.0,Salon
Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42,Game Arts,T,66.0,7.0,10.0,4.0,7.8,77.0,20.0,14.0,Portable
Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42,EA Bright Light,T,56.0,1.0,2.0,3.0,6.0,2.0,0.0,2.0,Portable
ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,Kush Games,E,88.0,31.0,1.0,0.0,6.6,7.0,0.0,3.0,Salon
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,Konami,E,66.0,2.0,6.0,2.0,8.9,6.0,1.0,0.0,Portable
Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,THQ,E10+,52.0,0.0,3.0,1.0,7.2,4.0,4.0,1.0,Salon
Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42,Infogrames Sheffield,E,64.0,2.0,18.0,2.0,4.5,0.0,3.0,1.0,Salon
NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42,Sonic Team,E,69.0,12.0,33.0,2.0,8.3,34.0,10.0,2.0,Salon
Vanquish,X360,2010.0,Shooter,Sega,0.19,0.17,0.03,0.04,0.42,PlatinumGames,M,84.0,62.0,8.0,0.0,9.2,1000.0,61.0,50.0,Salon
Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,Ubisoft,E,60.0,4.0,14.0,3.0,6.3,0.0,6.0,0.0,Portable
Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.37,0.02,0.0,0.03,0.42,Blue Tongue Entertainment,E10+,61.0,0.0,4.0,0.0,4.8,2.0,1.0,5.0,Portable
NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,EA Canada,E,80.0,15.0,3.0,0.0,7.3,6.0,1.0,1.0,Portable
Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42,Pitbull Syndicate,T,71.0,6.0,10.0,0.0,8.9,5.0,3.0,0.0,Salon
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42,Capcom,T,83.0,54.0,6.0,0.0,7.9,261.0,25.0,55.0,Portable
NFL Blitz 2001,N64,2000.0,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,Avalanche Software,E,72.0,2.0,4.0,0.0,4.3,1.0,1.0,2.0,Salon
Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,Newcom,E,71.0,6.0,6.0,1.0,6.7,5.0,15.0,1.0,Salon
Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42,3DO,T,46.0,0.0,4.0,4.0,6.5,4.0,4.0,3.0,Salon
James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,EA Redwood Shores,T,84.0,37.0,4.0,0.0,7.5,14.0,8.0,2.0,Salon
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.16,0.0,0.07,0.42,Harmonix Music Systems,T,76.0,26.0,15.0,0.0,6.1,9.0,3.0,4.0,Salon
Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42,MachineGames,M,76.0,35.0,19.0,0.0,7.6,398.0,185.0,45.0,Salon
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,Atomic Planet Entertainment,E,81.0,30.0,2.0,0.0,7.4,23.0,1.0,7.0,Salon
Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.36,0.03,0.0,0.03,0.42,Ubisoft,T,66.0,11.0,46.0,1.0,7.1,3.0,5.0,0.0,Salon
Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,Electronic Arts,E10+,69.0,5.0,15.0,0.0,4.0,0.0,5.0,6.0,Salon
Thrillville: Off the Rails,PS2,2007.0,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,Frontier Developments,E10+,70.0,3.0,7.0,1.0,4.1,5.0,3.0,9.0,Salon
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.36,0.03,0.0,0.03,0.42,Monolith Productions,M,81.0,62.0,10.0,0.0,8.2,138.0,32.0,6.0,Salon
Mega Man X6,PS,2001.0,Action,Capcom,0.14,0.1,0.16,0.03,0.42,Capcom,E,65.0,6.0,5.0,3.0,6.7,51.0,31.0,26.0,Salon
BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,Terminal Reality,M,75.0,10.0,7.0,1.0,8.1,26.0,11.0,3.0,Salon
Castlevania: Curse of Darkness,PS2,2005.0,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,Konami,M,70.0,10.0,19.0,1.0,8.3,69.0,13.0,6.0,Salon
Tom Clancy's HAWX 2,PS3,2010.0,Action,Ubisoft,0.21,0.12,0.03,0.05,0.42,Ubisoft,T,70.0,9.0,21.0,0.0,6.7,10.0,10.0,4.0,Salon
Black,XB,2006.0,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,Criterion Games,M,77.0,48.0,15.0,2.0,8.2,60.0,16.0,5.0,Salon
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007.0,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42,Capcom,E,87.0,57.0,2.0,0.0,7.7,52.0,13.0,7.0,Salon
Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42,Nd Cube,E,46.0,2.0,10.0,8.0,3.9,73.0,32.0,161.0,Portable
Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,Omega Force,T,70.0,29.0,25.0,4.0,7.5,79.0,22.0,18.0,Portable
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.13,0.21,0.0,0.08,0.42,EA Bright Light,T,38.0,0.0,6.0,21.0,2.7,4.0,2.0,28.0,Salon
Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42,Prope,E,69.0,4.0,5.0,0.0,8.2,11.0,0.0,2.0,Salon
WWE All Stars,PS3,2011.0,Fighting,THQ,0.16,0.18,0.0,0.07,0.42,THQ,T,75.0,31.0,20.0,0.0,6.8,18.0,21.0,6.0,Salon
Mega Man Legends 2,PS,2000.0,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,Capcom,E,76.0,7.0,3.0,0.0,7.8,38.0,6.0,8.0,Salon
Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,Konami,T,80.0,31.0,11.0,1.0,8.4,99.0,17.0,6.0,Portable
The Suffering,PS2,2004.0,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,Surreal Software,M,77.0,37.0,9.0,1.0,8.2,40.0,9.0,3.0,Salon
Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42,Bandai Namco Games,E,74.0,28.0,23.0,0.0,7.6,32.0,11.0,4.0,Salon
Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,Secret Level,T,76.0,12.0,10.0,0.0,8.5,4.0,0.0,0.0,Salon
TimeShift,X360,2007.0,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,Saber Interactive,M,70.0,22.0,36.0,0.0,7.1,21.0,16.0,5.0,Salon
NBA Jam,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,Acclaim Studios Austin,E,67.0,4.0,14.0,0.0,5.0,1.0,2.0,2.0,Salon
Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,KCEJ,M,82.0,27.0,5.0,1.0,8.5,68.0,8.0,6.0,Salon
Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.41,0.0,0.41,Spike Chunsoft,M,46.0,0.0,11.0,11.0,4.5,11.0,9.0,20.0,Portable
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41,Spike Chunsoft,M,80.0,48.0,6.0,1.0,8.6,361.0,51.0,18.0,Portable
TERA,PC,2012.0,Role-Playing,En Masse Entertainment,0.24,0.12,0.0,0.05,0.41,Bluehole Studio,M,77.0,28.0,13.0,0.0,6.8,450.0,170.0,185.0,Salon
Crash of the Titans,PS2,2007.0,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,Radical Entertainment,E10+,70.0,3.0,9.0,0.0,6.9,77.0,53.0,25.0,Salon
BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,Irrational Games,M,96.0,44.0,0.0,0.0,8.7,4200.0,577.0,153.0,Salon
Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,Red Storm Entertainment,M,74.0,22.0,17.0,0.0,5.9,3.0,2.0,2.0,Salon
Cool Boarders 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,Idol Minds,E,56.0,1.0,5.0,4.0,4.0,1.0,2.0,2.0,Salon
Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,Konami,T,85.0,43.0,3.0,0.0,8.4,130.0,16.0,11.0,Portable
BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.21,0.08,0.09,0.04,0.41,Arc System Works,T,87.0,29.0,0.0,0.0,7.8,46.0,4.0,9.0,Salon
X-Men: The Official Game,PS2,2006.0,Action,Activision,0.2,0.16,0.0,0.05,0.41,"Z-Axis, Ltd.",T,52.0,3.0,27.0,14.0,7.8,5.0,3.0,1.0,Salon
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41,Collision Studios,M,55.0,3.0,18.0,10.0,6.2,11.0,11.0,7.0,Portable
Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,THQ,E,53.0,0.0,5.0,3.0,6.6,11.0,13.0,6.0,Salon
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41,Maxis,E10+,61.0,3.0,16.0,4.0,3.9,3.0,5.0,7.0,Salon
Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.36,0.02,0.0,0.03,0.41,Shaba Games,T,68.0,21.0,35.0,1.0,8.4,103.0,27.0,5.0,Salon
SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.36,0.03,0.0,0.03,0.41,WayForward,E,59.0,1.0,10.0,1.0,7.2,3.0,6.0,0.0,Salon
Fantastic Pets,X360,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,Blitz Games Studios,E,66.0,2.0,8.0,1.0,7.5,2.0,2.0,0.0,Salon
Ogre Battle 64: Person of Lordly Caliber,N64,1999.0,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,Quest,T,82.0,8.0,2.0,0.0,8.0,48.0,4.0,10.0,Salon
The Terminator: Dawn of Fate,PS2,2002.0,Action,Atari,0.2,0.16,0.0,0.05,0.41,Paradigm Entertainment,T,58.0,2.0,11.0,4.0,6.1,2.0,2.0,3.0,Salon
Green Day: Rock Band,X360,2010.0,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,Harmonix Music Systems,T,75.0,34.0,20.0,0.0,8.0,8.0,4.0,0.0,Salon
Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.19,0.15,0.0,0.07,0.41,High Moon Studios,T,77.0,22.0,10.0,0.0,8.3,96.0,4.0,12.0,Salon
Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,Sledgehammer Games,M,78.0,15.0,2.0,1.0,4.8,415.0,318.0,605.0,Salon
Monopoly Streets,PS3,2010.0,Misc,Electronic Arts,0.16,0.18,0.0,0.07,0.41,Electronic Arts,E,64.0,3.0,7.0,1.0,5.4,3.0,5.0,4.0,Salon
The Wonderful 101,WiiU,2013.0,Action,Nintendo,0.2,0.1,0.08,0.03,0.41,PlatinumGames,T,78.0,52.0,23.0,0.0,8.6,475.0,34.0,41.0,Portable
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,Grasshopper Manufacture,M,84.0,62.0,6.0,0.0,8.5,138.0,26.0,8.0,Salon
Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,Digital Illusions,T,77.0,35.0,19.0,0.0,6.8,18.0,15.0,6.0,Salon
Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,From Software,T,75.0,10.0,6.0,0.0,7.4,10.0,0.0,2.0,Salon
Buzz! Junior: Jungle Party,PS2,2006.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,Magenta Software,E10+,70.0,4.0,9.0,0.0,7.6,4.0,5.0,1.0,Salon
Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,Midway,M,81.0,18.0,2.0,0.0,8.8,17.0,5.0,0.0,Salon
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41,Raven Software,T,73.0,13.0,18.0,0.0,7.6,9.0,9.0,1.0,Salon
Naughty Bear,X360,2010.0,Action,505 Games,0.21,0.16,0.0,0.04,0.41,Artificial Mind and Movement,T,43.0,0.0,18.0,33.0,4.9,8.0,17.0,14.0,Salon
TNA iMPACT!,PS3,2008.0,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.41,Midway Studios - Los Angeles,T,64.0,0.0,25.0,2.0,4.9,3.0,5.0,8.0,Salon
Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,3D Realms,M,54.0,7.0,24.0,17.0,5.7,477.0,359.0,429.0,Salon
Disney's Tarzan Untamed,PS2,2001.0,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,Ubisoft Montreal,E,59.0,1.0,5.0,1.0,7.4,4.0,6.0,0.0,Salon
Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.24,0.13,0.0,0.04,0.41,Iron Galaxy Studios,M,80.0,8.0,3.0,0.0,7.9,132.0,14.0,20.0,Salon
The Gunstringer,X360,2011.0,Shooter,Microsoft Game Studios,0.26,0.11,0.0,0.04,0.41,Twisted Pixel Games,T,77.0,46.0,12.0,2.0,8.1,34.0,7.0,5.0,Salon
Knockout Kings 2001,PS,2000.0,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,Black Ops Entertainment,T,84.0,8.0,3.0,0.0,7.3,5.0,4.0,0.0,Salon
From Russia With Love,PS2,2005.0,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,EA Redwood Shores,T,69.0,11.0,15.0,3.0,7.6,19.0,23.0,1.0,Salon
